"CreditScore","Age","Tenure","Balance","NumOfProducts","EstimatedSalary"
-0.326205110557847,0.293502746658687,-1.04170758993908,-1.22578637749307,-0.911537913725939,0.0218853996433269
-0.44001395250985,0.198153923756118,-1.38746820794861,0.117344153787344,-0.911537913725939,0.216522924929065
-1.53671733859279,0.293502746658687,1.03285611811804,1.3329866913892,2.52693026328628,0.240674865417611
0.501495558183993,0.00745627795098111,-1.38746820794861,-1.22578637749307,0.80769617478017,-0.108912470996466
2.06378057043422,0.388851569561256,-1.04170758993908,0.78568861241886,-0.911537913725939,-0.365257518268659
-0.0572023932167491,0.484200392463825,1.03285611811804,0.597298727264621,0.80769617478017,0.863607103427841
1.77408533637457,1.05629332987924,0.68709550010852,-1.22578637749307,0.80769617478017,-1.5654089448751
-2.84034589186119,-0.946031951074706,-0.350186353920043,0.61798804913326,4.24616435179239,0.334836986705042
-1.54706359695206,0.484200392463825,-0.350186353920043,1.05076774425698,0.80769617478017,-0.437306979105915
0.346301682794898,-1.13672959687984,-1.04170758993908,0.931416787661191,-0.911537913725939,-0.493205821951697
-1.26771462125169,-0.755334305269568,0.341334882098999,0.40916494250347,0.80769617478017,-0.346182390474547
-1.58844863038915,-1.42277606558755,-0.695946971929564,-1.22578637749307,0.80769617478017,-0.412102708911347
-1.80572005593389,-0.469287836561862,1.72437735413708,-1.22578637749307,0.80769617478017,-1.28375286428218
-1.05044319570696,-1.32742724268498,-0.004425735910522,-1.22578637749307,0.80769617478017,1.57827807886681
-0.160664976809479,-0.373939013659294,0.68709550010852,-1.22578637749307,0.80769617478017,-0.59360628310412
-0.357243885635666,0.579549215366393,-0.695946971929564,1.06804955263511,0.80769617478017,-0.621851389699696
0.025567673657435,1.81908391309979,-1.38746820794861,0.899348146449112,-0.911537913725939,-1.65174327721579
-1.05044319570696,-1.42277606558755,1.37861673612756,-1.22578637749307,0.80769617478017,-1.48988168389737
-0.657285378054584,0.579549215366393,0.341334882098999,-1.22578637749307,-0.911537913725939,1.01885007844983
0.780844533884365,-1.42277606558755,0.341334882098999,-1.22578637749307,0.80769617478017,-0.788833613803412
0.842922084040003,0.198153923756118,1.03285611811804,-1.22578637749307,0.80769617478017,1.23100892811709
-0.150318718450206,-0.659985482367,1.03285611811804,-1.22578637749307,0.80769617478017,0.66883829775082
-1.45394727171861,-0.0878925449515876,-0.350186353920043,-1.22578637749307,-0.911537913725939,0.327301840008009
0.191107807405803,0.674898038268962,-0.695946971929564,-1.22578637749307,0.80769617478017,-1.59279612107254
2.02239553699713,-0.0878925449515876,-0.004425735910522,-1.22578637749307,-0.911537913725939,1.52191219081442
-0.760747961647314,-1.32742724268498,-0.695946971929564,-1.22578637749307,0.80769617478017,0.42458426145647
1.09123228466255,-0.278590190756725,-1.04170758993908,0.966863133431919,-0.911537913725939,1.21632951991455
-0.822825511802952,0.484200392463825,1.37861673612756,-1.22578637749307,0.80769617478017,-1.07209809654119
-0.791786736725133,0.388851569561256,-0.695946971929564,1.03952304589614,-0.911537913725939,0.00168995454982578
-2.47822684928663,-0.946031951074706,-1.73322882595813,-0.269061177040068,0.80769617478017,-0.81040915487786
-0.615900344617492,0.00745627795098111,-0.695946971929564,-1.22578637749307,2.52693026328628,0.702117790000468
